,avg_acc_tag,name,data.datasets,data.exemplars.num_exemplars,data.exemplars.exemplar_selection,data.exemplars.num_exemplars_per_class,data.extra_aug,num_tasks,data.batch_size,data.nc_per_task,data.num_workers,data.stop_at_task,data.nc_first_task,data.ne_first_task,data.use_valid_only,data.use_test_as_val,data.max_classes_per_dataset,data.max_examples_per_class_trn,data.max_examples_per_class_tst,data.max_examples_per_class_val,misc.cm,misc.gpu,misc.log,seed,misc.tags,misc.exp_name,misc.save_models,misc.results_path,misc.last_layer_analysis,misc.cache_first_task_model,misc.no_cudnn_deterministic,network,model.pretrained,model.keep_existing_head,wandb.project_name,training.lr,training.vcreg.scale,training.vcreg.cov_weight,training.vcreg.reg_layers,training.vcreg.smooth_cov,training.vcreg.var_weight,training.vcreg.n_first_task,training.fix_bn,training.warmup.wu_lr,training.warmup.wu_wd,training.warmup.wu_fix_bn,training.warmup.wu_nepochs,training.warmup.wu_patience,training.warmup.wu_scheduler,training.nepochs,training.approach.name,training.approach.kwargs.all_outputs,training.clipping,training.optimizer.name,training.optimizer.kwargs.momentum,training.optimizer.kwargs.weight_decay,training.no_learning,training.eval_on_train,training.multi_softmax,training.early_stopping.lr_min,training.early_stopping.lr_factor,training.early_stopping.lr_patience,training.gridsearch_tasks,training.scheduler_milestones,training.select_best_model_by_val_loss,training.approach.kwargs.lamb,training.approach.kwargs.alpha,training.approach.kwargs.fi_num_samples,training.approach.kwargs.fi_sampling_type,training.approach.kwargs.T,training.approach.kwargs.mc,training.approach.kwargs.ta,training.approach.kwargs.tp,training.approach.kwargs.bnp,training.approach.kwargs.cka,training.approach.kwargs.ctt,training.approach.kwargs.cbnt,training.approach.kwargs.ta_lr,training.approach.kwargs.debug_loss,training.approach.kwargs.taskwise_kd,training.approach.kwargs.pretraining_epochs,dataset,approach,is_regularized,is_big_task,project_name,T,device,epochs,prefix,shuffle,init_cls,increment,batch_size,init_epochs,memory_size,num_workers,overfit_data,results_path,stop_at_task,save_checkpoint,vcreg.cov_weight,vcreg.reg_layers,vcreg.var_weight,optimizer.lr,optimizer.name,optimizer.init_lr,optimizer.weight_decay,optimizer.init_lr_decay,optimizer.init_weight_decay,scheduler.gamma,scheduler.step_size,optimizer.kwargs.momentum,temp,lambda_fkd,lambda_proto
14,19.28,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20.88,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,41.24,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23.69,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,39.45,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.69,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,37.5,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.19,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,26.45,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5.25,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,33.43,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6.32,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,17.62,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,20.07,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39.370000000000005,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23.159999999999997,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,38.919999999999995,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,11.49,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,36.57,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12.37,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,25.749999999999996,,,,,,,10,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5.650000000000001,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,31.72,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,6.8500000000000005,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,16.160000000000004,,,,,,,20,,,,,,,,,,,,,,,,2,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cifar100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11.56,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,37.6,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.52,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,34.18,,,,,,,10,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,6.38,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,37.46,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6.96,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,20.14,,,,,,,20,,,,,,,,,,,,,,,,0,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,11.640000000000002,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,39.28,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,13.76,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,36.6,,,,,,,10,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,5.78,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,finetuning,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,34.06000000000001,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,replay,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.180000000000001,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,ewc,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,19.42,,,,,,,20,,,,,,,,,,,,,,,,1,,,,,,,,resnet34_skips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imagenet100,lwf,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
